participant,intent_id,date,symbol,side,filled_qty,avg_price,reference_source_class,reference_file,reference_sha256,strict_eligible,blockers
'@SOFRPivot_Rider,SOFRPivot_Rider-00005,2026-09-18,TLT,buy,400,81.47,EXCHANGE-PUBLISHED,data/real/prices/yahoo/TLT.json,c941cd146962900e4af6deb6ebec78da62eec2e7c7e7d79e51ca3a42449c8b6f,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@CurveSteepener_MaxBeta,CurveSteepener_MaxBeta-00001,2026-09-17,SPY,buy,120,763.16,EXCHANGE-PUBLISHED,data/real/prices/yahoo/SPY.json,3931ea57b2a1e13aeae86b8e45a8f43ed01fa8803291277dbba43b2e25ef71d2,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@OilDollar_FadeUNG,OilDollar_FadeUNG-00001,2026-09-17,UNG,buy,7700,10.32,EXCHANGE-PUBLISHED,data/real/prices/yahoo/UNG.json,eb7bcc0769945fb2c40fbcd98753ed7e17e367cf69d2ce2bde9ae60f00a462cc,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@OilDollar_FadeUNG,OilDollar_FadeUNG-00002,2026-09-17,XOM,buy,600,161.85,EXCHANGE-PUBLISHED,data/real/prices/yahoo/XOM.json,8404fbe647a1eb61948a8d69f30f7709a1bc70505e490376ed2499c77fb09f9e,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@MLB_Attention_Live,MLB_Attention_Live-00001,2026-09-17,PENN,sell,3300,17.85,EXCHANGE-PUBLISHED,data/real/prices/yahoo/PENN.json,a08c607c0926b67cf07c1d783cb680772c85851bf312595d1e12c5291078fa04,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@MLB_Attention_Live,MLB_Attention_Live-00002,2026-09-18,PENN,sell,100,17.21,EXCHANGE-PUBLISHED,data/real/prices/yahoo/PENN.json,a08c607c0926b67cf07c1d783cb680772c85851bf312595d1e12c5291078fa04,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@LeapStyle_AutoLiquidate,LeapStyle_AutoLiquidate-00001,2026-09-17,GLD,buy,240,400.3,EXCHANGE-PUBLISHED,data/real/prices/yahoo/GLD.json,545093d31c9d8284e3b5dc66f668a6cb7391d9925b5abdf3e82bcaa71e423b40,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@LeapStyle_AutoLiquidate,LeapStyle_AutoLiquidate-00002,2026-09-18,GLD,buy,120,400.5,EXCHANGE-PUBLISHED,data/real/prices/yahoo/GLD.json,545093d31c9d8284e3b5dc66f668a6cb7391d9925b5abdf3e82bcaa71e423b40,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@PinePilot_EMA_Live,PinePilot_EMA_Live-00001,2026-09-17,QQQ,sell,120,715.95,EXCHANGE-PUBLISHED,data/real/prices/yahoo/QQQ.json,fc35201ba17fae5f470d2f267e1e079449fb7c35cfff9e8f2caff2244c437134,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@VolControl_MaxLev,VolControl_MaxLev-00001,2026-09-17,QQQ,buy,120,715.96,EXCHANGE-PUBLISHED,data/real/prices/yahoo/QQQ.json,fc35201ba17fae5f470d2f267e1e079449fb7c35cfff9e8f2caff2244c437134,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@VolControl_MaxLev,VolControl_MaxLev-00002,2026-09-18,QQQ,buy,40,718.84,EXCHANGE-PUBLISHED,data/real/prices/yahoo/QQQ.json,fc35201ba17fae5f470d2f267e1e079449fb7c35cfff9e8f2caff2244c437134,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@GoldVsRealRate_Live,GoldVsRealRate_Live-00001,2026-09-17,TLT,buy,1200,81.55,EXCHANGE-PUBLISHED,data/real/prices/yahoo/TLT.json,c941cd146962900e4af6deb6ebec78da62eec2e7c7e7d79e51ca3a42449c8b6f,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@GoldVsRealRate_Live,GoldVsRealRate_Live-00002,2026-09-18,TLT,sell,1100,81.46,EXCHANGE-PUBLISHED,data/real/prices/yahoo/TLT.json,c941cd146962900e4af6deb6ebec78da62eec2e7c7e7d79e51ca3a42449c8b6f,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@GoldVsRealRate_Live,GoldVsRealRate_Live-00003,2026-09-18,GLD,buy,120,400.5,EXCHANGE-PUBLISHED,data/real/prices/yahoo/GLD.json,545093d31c9d8284e3b5dc66f668a6cb7391d9925b5abdf3e82bcaa71e423b40,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@FDA_Fade_Live,FDA_Fade_Live-00001,2026-09-17,XBI,buy,600,157.33,EXCHANGE-PUBLISHED,data/real/prices/yahoo/XBI.json,0b046f02546a501b244d3bce7680f57cb0205664c019fede60f39f493e2eb3c8,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@FDA_Fade_Live,FDA_Fade_Live-00002,2026-09-18,XBI,buy,300,158.23,EXCHANGE-PUBLISHED,data/real/prices/yahoo/XBI.json,0b046f02546a501b244d3bce7680f57cb0205664c019fede60f39f493e2eb3c8,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
'@KitchenSink_Official,KitchenSink_Official-00001,2026-09-17,SPY,buy,80,763.16,EXCHANGE-PUBLISHED,data/real/prices/yahoo/SPY.json,3931ea57b2a1e13aeae86b8e45a8f43ed01fa8803291277dbba43b2e25ef71d2,False,NO_OBSERVED_BID_ASK_SIZE_RECEIPT;NO_PRICE_REDISTRIBUTION_EVIDENCE;NO_PRE_EXECUTION_SUBMISSION_TIMESTAMP;NO_T_PLUS_ONE_CASH_SETTLEMENT_DATE;EXECUTION_PRICE_AND_LIQUIDITY_MODELLED;LEGACY_MODEL_NOT_STRICT_EXECUTION_ENGINE
