trip_id,participant,cusip,security_type,security_term,direction,face,entry_date,entry_price_per100,entry_kind,exit_date,exit_price_per100,exit_kind,holding_days,coupon_income,financing,fees,pnl,return_on_cost_pct,source_class,official_price_coverage
T00006,@LiquidityWeighted_Participant,912797RU3,Bill,26-Week,long,234600.0,2026-01-13,99.58175,PRIMARY-AUCTION,2026-02-24,99.979833,SECONDARY-CURVE,42,0.0,0.0,0.0,933.9,0.399755,OFFICIAL,1.0
T00007,@LiquidityWeighted_Participant,912797SB4,Bill,26-Week,long,64800.0,2026-01-27,99.575917,PRIMARY-AUCTION,2026-03-10,99.979778,SECONDARY-CURVE,42,0.0,0.0,0.0,261.7,0.405581,OFFICIAL,1.0
T00008,@LiquidityWeighted_Participant,912797SL2,Bill,26-Week,long,234700.0,2026-02-24,99.575917,PRIMARY-AUCTION,2026-04-07,99.980056,SECONDARY-CURVE,42,0.0,0.0,0.0,948.51,0.40586,OFFICIAL,1.0
T00009,@LiquidityWeighted_Participant,912797SM0,Bill,26-Week,long,64500.0,2026-03-10,99.575917,PRIMARY-AUCTION,2026-04-21,99.980111,SECONDARY-CURVE,42,0.0,0.0,0.0,260.71,0.405915,OFFICIAL,1.0
T00010,@LiquidityWeighted_Participant,912797SV0,Bill,26-Week,long,234700.0,2026-04-07,99.57825,PRIMARY-AUCTION,2026-05-19,99.980222,SECONDARY-CURVE,42,0.0,0.0,0.0,943.43,0.403674,OFFICIAL,1.0
T00011,@LiquidityWeighted_Participant,912797SX6,Bill,26-Week,long,64200.0,2026-04-21,99.578833,PRIMARY-AUCTION,2026-06-02,99.979833,SECONDARY-CURVE,42,0.0,0.0,0.0,257.44,0.402696,OFFICIAL,1.0
T00012,@LiquidityWeighted_Participant,912797TF4,Bill,26-Week,long,234700.0,2026-05-19,99.582333,PRIMARY-AUCTION,2026-06-30,99.979944,SECONDARY-CURVE,42,0.0,0.0,0.0,933.19,0.399279,OFFICIAL,1.0
T00013,@LiquidityWeighted_Participant,912797TN7,Bill,26-Week,long,63900.0,2026-06-02,99.577083,PRIMARY-AUCTION,2026-07-14,99.979778,SECONDARY-CURVE,42,0.0,0.0,0.0,257.32,0.404405,OFFICIAL,1.0
T00014,@LiquidityWeighted_Participant,912797TW7,Bill,26-Week,long,234800.0,2026-06-30,99.573583,PRIMARY-AUCTION,2026-08-11,99.979778,SECONDARY-CURVE,42,0.0,0.0,0.0,953.75,0.407935,OFFICIAL,1.0
T00015,@LiquidityWeighted_Participant,912797TY3,Bill,26-Week,long,63600.0,2026-07-14,99.575333,PRIMARY-AUCTION,2026-08-25,99.979778,SECONDARY-CURVE,42,0.0,0.0,0.0,257.23,0.40617,OFFICIAL,1.0
T00001,@LongBond_MaxDur,912810UM8,Bond,30-Year,long,885500.0,2025-10-15,101.779185,SECONDARY-CURVE,2026-03-20,96.755242,MARGIN-LIQUIDATION,156,0.0,0.0,0.0,-44487.02,-4.93612,OFFICIAL,1.0
T00002,@LongBond_MaxDur,912810UR7,Bond,30-Year,long,326200.0,2026-04-15,97.813408,SECONDARY-CURVE,2026-07-31,92.253675,MARGIN-LIQUIDATION,107,0.0,0.0,0.0,-18135.85,-5.684019,OFFICIAL,1.0
T00001,@SOFRPivot_Switch,91282CNT4,Note,10-Year,long,885400.0,2025-10-15,101.733316,SECONDARY-CURVE,2025-10-20,102.155232,SECONDARY-CURVE,5,0.0,0.0,0.0,3735.64,0.414727,OFFICIAL,1.0
T00002,@SOFRPivot_Switch,91282CNT4,Note,10-Year,long,19100.0,2025-10-17,101.989087,SECONDARY-CURVE,2025-10-20,102.155232,SECONDARY-CURVE,3,0.0,0.0,0.0,31.73,0.162905,OFFICIAL,1.0
T00003,@SOFRPivot_Switch,912797RD1,Bill,17-Week,long,99800.0,2025-09-18,99.685778,PRIMARY-AUCTION,2025-10-21,100.0,MATURITY-REDEMPTION,33,0.0,0.0,0.0,313.59,0.315212,OFFICIAL,1.0
T00004,@SOFRPivot_Switch,91282CNT4,Note,10-Year,long,921500.0,2025-10-31,101.262008,SECONDARY-CURVE,2025-11-03,101.108945,SECONDARY-CURVE,3,0.0,0.0,0.0,-1410.48,-0.151155,OFFICIAL,1.0
T00005,@SOFRPivot_Switch,91282CNT4,Note,10-Year,long,42000.0,2025-11-04,101.350635,SECONDARY-CURVE,2025-11-06,101.284025,SECONDARY-CURVE,2,0.0,0.0,0.0,-27.98,-0.065722,OFFICIAL,1.0
T00006,@SOFRPivot_Switch,91282CNT4,Note,10-Year,long,14200.0,2025-11-04,101.350635,SECONDARY-CURVE,2025-11-12,101.528165,SECONDARY-CURVE,8,0.0,0.0,0.0,25.21,0.175164,OFFICIAL,1.0
T00007,@SOFRPivot_Switch,91282CNT4,Note,10-Year,long,16200.0,2025-11-04,101.350635,SECONDARY-CURVE,2025-11-17,101.086641,SECONDARY-CURVE,13,0.0,0.0,0.0,-42.77,-0.260476,OFFICIAL,1.0
T00008,@SOFRPivot_Switch,912797RQ2,Bill,17-Week,long,99600.0,2025-10-23,99.693167,PRIMARY-AUCTION,2025-11-25,100.0,MATURITY-REDEMPTION,33,0.0,0.0,0.0,305.61,0.307777,OFFICIAL,1.0
T00009,@SOFRPivot_Switch,912797QS9,Bill,26-Week,long,3800.0,2025-10-21,99.540333,PRIMARY-AUCTION,2025-12-04,100.0,MATURITY-REDEMPTION,44,0.0,0.0,0.0,17.47,0.46179,OFFICIAL,1.0
T00010,@SOFRPivot_Switch,912797QY6,Bill,26-Week,long,500.0,2025-10-28,99.547333,PRIMARY-AUCTION,2025-12-11,100.0,MATURITY-REDEMPTION,44,0.0,0.0,0.0,2.26,0.454725,OFFICIAL,1.0
T00011,@SOFRPivot_Switch,91282CPJ4,Note,10-Year,long,4700.0,2026-01-15,98.712516,SECONDARY-CURVE,2026-01-27,98.169211,SECONDARY-CURVE,12,0.0,0.0,0.0,-25.54,-0.550391,OFFICIAL,1.0
T00012,@SOFRPivot_Switch,91282CNT4,Note,10-Year,long,833200.0,2025-11-04,101.350635,SECONDARY-CURVE,2026-05-19,97.248176,MARGIN-LIQUIDATION,196,0.0,0.0,0.0,-34181.69,-4.047788,OFFICIAL,1.0
T00013,@SOFRPivot_Switch,91282CQQ7,Note,10-Year,long,400.0,2026-07-15,98.673452,SECONDARY-CURVE,2026-07-16,98.516699,SECONDARY-CURVE,1,0.0,0.0,0.0,-0.63,-0.15886,OFFICIAL,1.0
T00014,@SOFRPivot_Switch,912797TN7,Bill,26-Week,long,3900.0,2026-06-02,99.577083,PRIMARY-AUCTION,2026-07-16,100.0,MATURITY-REDEMPTION,44,0.0,0.0,0.0,16.49,0.424713,OFFICIAL,1.0
T00015,@SOFRPivot_Switch,91282CQQ7,Note,10-Year,long,5900.0,2026-07-15,98.673452,SECONDARY-CURVE,2026-07-17,98.671431,SECONDARY-CURVE,2,0.0,0.0,0.0,-0.12,-0.002048,OFFICIAL,1.0
T00016,@SOFRPivot_Switch,91282CQQ7,Note,10-Year,long,10100.0,2026-07-15,98.673452,SECONDARY-CURVE,2026-07-21,98.036765,SECONDARY-CURVE,6,0.0,0.0,0.0,-64.31,-0.645247,OFFICIAL,1.0
T00017,@SOFRPivot_Switch,91282CQQ7,Note,10-Year,long,366000.0,2026-07-15,98.673452,SECONDARY-CURVE,2026-07-22,97.729251,SECONDARY-CURVE,7,0.0,0.0,0.0,-3455.78,-0.956895,OFFICIAL,1.0
T00018,@SOFRPivot_Switch,91282CQQ7,Note,10-Year,long,300.0,2026-07-30,97.669554,SECONDARY-CURVE,2026-07-31,97.12603,SECONDARY-CURVE,1,0.0,0.0,0.0,-1.63,-0.556493,OFFICIAL,1.0
T00019,@SOFRPivot_Switch,91282CQQ7,Note,10-Year,long,346600.0,2026-07-30,97.669554,SECONDARY-CURVE,2026-08-03,97.518121,SECONDARY-CURVE,4,0.0,0.0,0.0,-524.87,-0.155046,OFFICIAL,1.0
T00020,@SOFRPivot_Switch,91282CQQ7,Note,10-Year,long,340400.0,2026-08-13,98.076879,SECONDARY-CURVE,2026-08-14,97.692943,SECONDARY-CURVE,1,0.0,0.0,0.0,-1306.92,-0.391464,OFFICIAL,1.0
T00001,@TBillLadder_MaxRoll,912797RD1,Bill,17-Week,long,99800.0,2025-09-18,99.685778,PRIMARY-AUCTION,2025-10-21,100.0,MATURITY-REDEMPTION,33,0.0,0.0,0.0,313.59,0.315212,OFFICIAL,1.0
T00002,@TBillLadder_MaxRoll,912797RQ2,Bill,17-Week,long,100100.0,2025-10-23,99.693167,PRIMARY-AUCTION,2025-11-25,100.0,MATURITY-REDEMPTION,33,0.0,0.0,0.0,307.14,0.307777,OFFICIAL,1.0
T00003,@TBillLadder_MaxRoll,912797RZ2,Bill,17-Week,long,100400.0,2025-11-26,99.696278,PRIMARY-AUCTION,2025-12-30,100.0,MATURITY-REDEMPTION,34,0.0,0.0,0.0,304.94,0.304647,OFFICIAL,1.0
T00004,@TBillLadder_MaxRoll,912797SJ7,Bill,17-Week,long,100700.0,2025-12-31,99.720778,PRIMARY-AUCTION,2026-02-03,100.0,MATURITY-REDEMPTION,34,0.0,0.0,0.0,281.18,0.280004,OFFICIAL,1.0
T00005,@TBillLadder_MaxRoll,912797SY4,Bill,17-Week,long,101100.0,2026-02-05,99.717667,PRIMARY-AUCTION,2026-03-10,100.0,MATURITY-REDEMPTION,33,0.0,0.0,0.0,285.44,0.283132,OFFICIAL,1.0
T00006,@TBillLadder_MaxRoll,912797TH0,Bill,17-Week,long,101400.0,2026-03-12,99.716889,PRIMARY-AUCTION,2026-04-14,100.0,MATURITY-REDEMPTION,33,0.0,0.0,0.0,287.07,0.283915,OFFICIAL,1.0
T00007,@TBillLadder_MaxRoll,912797TS6,Bill,17-Week,long,101700.0,2026-04-16,99.720389,PRIMARY-AUCTION,2026-05-19,100.0,MATURITY-REDEMPTION,33,0.0,0.0,0.0,284.36,0.280395,OFFICIAL,1.0
T00008,@TBillLadder_MaxRoll,912797TD9,Bill,26-Week,long,500.0,2026-05-21,99.729625,PRIMARY-AUCTION,2026-06-18,100.0,MATURITY-REDEMPTION,28,0.0,0.0,0.0,1.35,0.271108,OFFICIAL,1.0
T00009,@TBillLadder_MaxRoll,912797UB1,Bill,17-Week,long,102000.0,2026-05-21,99.719222,PRIMARY-AUCTION,2026-06-23,100.0,MATURITY-REDEMPTION,33,0.0,0.0,0.0,286.39,0.281569,OFFICIAL,1.0
T00010,@TBillLadder_MaxRoll,912797UR6,Bill,17-Week,long,102300.0,2026-06-25,99.719222,PRIMARY-AUCTION,2026-07-28,100.0,MATURITY-REDEMPTION,33,0.0,0.0,0.0,287.24,0.281569,OFFICIAL,1.0
T00011,@TBillLadder_MaxRoll,912797UW5,Bill,17-Week,long,102600.0,2026-07-30,99.717667,PRIMARY-AUCTION,2026-09-01,100.0,MATURITY-REDEMPTION,33,0.0,0.0,0.0,289.67,0.283132,OFFICIAL,1.0
